DNI,Nom,Cognoms,Nom complet,Nacimiento España,País d'origen,Ciutat,Dia,Mes,Any,Gènere,Salari mensual,Fills,Grup Professional,Naixement,Edat,Increment
41366739S,Khadija,El Amrani,Khadija El Amrani,No,Marroc,Casablanca,13,9,1998,Dona,1192.8,Sí,Grup A,1998-09-13,27,0.05
83294970L,Jordi,López,Jordi López,Sí,Espanya,Sevilla,18,2,1998,Home,922.95,No,Grup A,1998-02-18,28,0.05
72654945E,Michel,Girard,Michel Girard,No,França,París,12,3,2004,Home,1593.9,Sí,Grup A,2004-03-12,22,0.05
67234434Y,Valentina,Torres,Valentina Torres,No,Colòmbia,Medellín,12,7,1981,Dona,901.95,Sí,Grup A,1981-07-12,44,0.05
93347578D,José,Cruz González,José Cruz González,No,Mèxic,Ciutat de Mèxic,24,10,1983,Home,1501.5,No,Grup A,1983-10-24,42,0.05
64708400Q,Eva,García,Eva García,Sí,Espanya,Barcelona,27,10,1960,Dona,760.2,Sí,Grup A,1960-10-27,65,0.05
94224511S,Camila,Cruz Cruz,Camila Cruz Cruz,No,Mèxic,Ciutat de Mèxic,19,7,1954,Dona,1356.6,Sí,Grup A,1954-07-19,71,0.05
64443494X,Marc,García Romero,Marc García Romero,Sí,Espanya,Bilbao,25,1,2004,Home,1140.3,No,Grup A,2004-01-25,22,0.05
54172956P,Anna,Ferrer Castells,Anna Ferrer Castells,Sí,Espanya,Bilbao,1,9,1953,Dona,1220.1,No,Grup A,1953-09-01,72,0.05
23397473D,Anna,Romero,Anna Romero,Sí,Espanya,Madrid,11,3,1990,Dona,1010.1,No,Grup A,1990-03-11,36,0.05
68548102E,Laia,López López,Laia López López,Sí,Espanya,Bilbao,3,5,1997,Dona,1109.85,Sí,Grup A,1997-05-03,29,0.05
79888539R,Ali,Bennani Fassi,Ali Bennani Fassi,No,Marroc,Casablanca,14,12,1983,Home,1585.5,No,Grup A,1983-12-14,42,0.05
84414697K,Jordi,García Ferrer,Jordi García Ferrer,Sí,Espanya,Sevilla,21,8,1959,Home,1140.3,Sí,Grup A,1959-08-21,66,0.05
76096673N,Lucía,Álvarez,Lucía Álvarez,No,Argentina,Buenos Aires,10,8,1972,Altres,1198.05,No,Grup A,1972-08-10,53,0.05
89826839F,Marta,Castells López,Marta Castells López,Sí,Espanya,Bilbao,10,1,1964,Dona,1224.3,Sí,Grup A,1964-01-10,62,0.05
21546595T,Anna,Martínez,Anna Martínez,Sí,Espanya,Sevilla,24,2,1973,Dona,1212.75,No,Grup A,1973-02-24,53,0.05
26880397A,Carla,Castells Castells,Carla Castells Castells,Sí,Espanya,Barcelona,27,3,1977,Dona,1500.45,No,Grup A,1977-03-27,49,0.05
70773495X,Eva,Martínez,Eva Martínez,Sí,Espanya,València,4,12,1970,Dona,1299.9,No,Grup A,1970-12-04,55,0.05
28370355T,Marta,Romero,Marta Romero,Sí,Espanya,Barcelona,8,4,1957,Dona,724.5,No,Grup A,1957-04-08,69,0.05
57516393C,Lucía,Fernández Álvarez,Lucía Fernández Álvarez,No,Argentina,Còrdova,11,3,1973,Dona,718.2,Sí,Grup A,1973-03-11,53,0.05
79003381D,Eva,García,Eva García,Sí,Espanya,Bilbao,17,3,1997,Dona,1085.7,No,Grup A,1997-03-17,29,0.05
83094572C,Carla,Sánchez,Carla Sánchez,Sí,Espanya,València,10,6,1981,Dona,754.95,Sí,Grup A,1981-06-10,45,0.05
64200072V,Toni,Martínez Castells,Toni Martínez Castells,Sí,Espanya,Barcelona,23,10,1957,Home,1445.85,No,Grup A,1957-10-23,68,0.05
31385792P,Matías,Fernández,Matías Fernández,No,Argentina,Buenos Aires,28,4,1953,Home,1315.65,No,Grup A,1953-04-28,73,0.05
31281157W,Joan,García,Joan García,Sí,Espanya,València,1,4,1977,Home,1670.55,Sí,Grup A,1977-04-01,49,0.05
23733093T,Joan,López,Joan López,Sí,Espanya,Sevilla,12,8,1992,Home,1025.85,No,Grup A,1992-08-12,33,0.05
18279367H,Amina,Zahraoui Zahraoui,Amina Zahraoui Zahraoui,No,Marroc,Casablanca,20,4,1973,Dona,1526.7,No,Grup A,1973-04-20,53,0.05
13257049V,Youssef,Fassi Zahraoui,Youssef Fassi Zahraoui,No,Marroc,Rabat,13,7,1974,Altres,1164.45,Sí,Grup A,1974-07-13,51,0.05
92984183N,Michel,Lefevre,Michel Lefevre,No,França,Marsella,28,1,1988,Home,1176.0,No,Grup A,1988-01-28,38,0.05
25883422V,Tomás,Fernández Fernández,Tomás Fernández Fernández,No,Argentina,Còrdova,13,6,1964,Home,1090.95,No,Grup A,1964-06-13,62,0.05
92292409L,Carlos,Ramírez Cruz,Carlos Ramírez Cruz,No,Mèxic,Ciutat de Mèxic,28,12,1971,Home,1605.45,Sí,Grup A,1971-12-28,54,0.05
10736038P,Oriol,Castells,Oriol Castells,Sí,Espanya,Sevilla,27,3,1998,Home,1642.2,Sí,Grup A,1998-03-27,28,0.05
95605596P,Lukas,Müller Schmidt,Lukas Müller Schmidt,No,Alemanya,Munic,23,2,2005,Home,1651.65,No,Grup A,2005-02-23,21,0.05
23188733V,Núria,García,Núria García,Sí,Espanya,València,11,4,1993,Dona,838.95,No,Grup A,1993-04-11,33,0.05
59876171G,Arnau,Sánchez,Arnau Sánchez,Sí,Espanya,Madrid,28,10,1973,Home,1024.8,Sí,Grup A,1973-10-28,52,0.05
26977768S,Fatima,Zahraoui Zahraoui,Fatima Zahraoui Zahraoui,No,Marroc,Casablanca,6,2,1993,Dona,1276.8,No,Grup A,1993-02-06,33,0.05
11305351X,Eva,García,Eva García,Sí,Espanya,València,22,6,1993,Dona,1516.2,No,Grup A,1993-06-22,33,0.05
19888245C,Pau,Romero,Pau Romero,Sí,Espanya,Madrid,20,2,1953,Home,1412.25,No,Grup A,1953-02-20,73,0.05
61051397G,Marta,Sánchez,Marta Sánchez,Sí,Espanya,Sevilla,17,3,1999,Dona,1458.45,No,Grup A,1999-03-17,27,0.05
63040392X,Oriol,Martínez,Oriol Martínez,Sí,Espanya,Sevilla,22,7,1977,Home,1415.4,Sí,Grup A,1977-07-22,48,0.05
99383081M,Oriol,Sánchez García,Oriol Sánchez García,Sí,Espanya,València,21,5,1993,Home,939.75,No,Grup A,1993-05-21,33,0.05
76741258Y,Carla,Castells Ferrer,Carla Castells Ferrer,Sí,Espanya,Bilbao,20,7,1952,Dona,1397.55,No,Grup A,1952-07-20,73,0.05
38241293F,Carla,Martínez Castells,Carla Martínez Castells,Sí,Espanya,Barcelona,21,10,1980,Dona,792.75,No,Grup A,1980-10-21,45,0.05
28367234K,Isla,Jones Brown,Isla Jones Brown,No,Regne Unit,Manchester,28,3,1999,Dona,1256.85,No,Grup A,1999-03-28,27,0.05
32285371X,Louis,Lefevre Girard,Louis Lefevre Girard,No,França,París,23,10,1970,Home,773.85,Sí,Grup A,1970-10-23,55,0.05
28421457Z,Pau,Romero Castells,Pau Romero Castells,Sí,Espanya,Madrid,8,8,1968,Home,1500.45,Sí,Grup A,1968-08-08,57,0.05
27247467S,Anna,López,Anna López,Sí,Espanya,Madrid,2,1,1952,Dona,1115.1,Sí,Grup A,1952-01-02,74,0.05
78697534Q,Omar,Zahraoui Zahraoui,Omar Zahraoui Zahraoui,No,Marroc,Rabat,1,7,1983,,1334.55,Sí,Grup A,1983-07-01,43,0.05
20692229R,Oriol,López Romero,Oriol López Romero,Sí,Espanya,Barcelona,22,5,1983,Home,1191.75,Sí,Grup A,1983-05-22,43,0.05
39270256A,Santiago,Rojas,Santiago Rojas,No,Colòmbia,Bogotà,5,4,1987,Home,870.45,No,Grup A,1987-04-05,39,0.05
31713444D,Arnau,Romero Martínez,Arnau Romero Martínez,Sí,Espanya,València,7,5,1962,Home,1307.25,Sí,Grup A,1962-05-07,64,0.05
14773153R,Lea,Fischer,Lea Fischer,No,Alemanya,Berlín,9,9,1986,Dona,1438.5,Sí,Grup A,1986-09-09,39,0.05
82046699J,William,Smith,William Smith,No,Regne Unit,Manchester,19,5,1997,Home,1475.25,Sí,Grup A,1997-05-19,29,0.05
86893272V,Marc,Ferrer,Marc Ferrer,Sí,Espanya,Madrid,27,4,1954,Home,1717.8,Sí,Grup A,1954-04-27,72,0.05
93782971H,Luisa,González Hernández,Luisa González Hernández,No,Mèxic,Ciutat de Mèxic,19,4,2005,Dona,721.35,No,Grup A,2005-04-19,21,0.05
21277706W,Carla,Ferrer,Carla Ferrer,Sí,Espanya,Barcelona,13,12,1969,Dona,956.55,No,Grup A,1969-12-13,56,0.05
70418524X,Laia,Castells Ferrer,Laia Castells Ferrer,Sí,Espanya,Madrid,7,5,1971,Dona,1591.8,Sí,Grup A,1971-05-07,55,0.05
15566633F,Laia,Sánchez Martínez,Laia Sánchez Martínez,Sí,Espanya,Barcelona,10,2,1971,Dona,1498.35,No,Grup A,1971-02-10,55,0.05
80657664E,Eva,López Castells,Eva López Castells,Sí,Espanya,Sevilla,4,12,2004,,917.7,Sí,Grup A,2004-12-04,21,0.05
90914480C,Oriol,Castells,Oriol Castells,Sí,Espanya,Barcelona,3,12,1987,Home,1745.1,No,Grup A,1987-12-03,38,0.05
21163199Y,Joan,Sánchez,Joan Sánchez,Sí,Espanya,Bilbao,18,3,1982,Home,1713.6,No,Grup A,1982-03-18,44,0.05
38279546W,Marc,Castells,Marc Castells,Sí,Espanya,Sevilla,24,3,1974,Home,1058.4,No,Grup A,1974-03-24,52,0.05
84844149K,Marc,Sánchez Ferrer,Marc Sánchez Ferrer,Sí,Espanya,València,1,4,1998,Home,1016.4,No,Grup A,1998-04-01,28,0.05
26365080Y,Anna,Sánchez,Anna Sánchez,Sí,Espanya,València,5,6,1988,Dona,1013.25,No,Grup A,1988-06-05,38,0.05
21674643A,Julieta,Fernández,Julieta Fernández,No,Argentina,Buenos Aires,28,1,1961,Dona,1567.65,Sí,Grup A,1961-01-28,65,0.05
76568322R,Antoine,Lefevre,Antoine Lefevre,No,França,Lió,17,6,1999,Home,1303.05,No,Grup A,1999-06-17,27,0.05
59758346F,Laia,Martínez Romero,Laia Martínez Romero,Sí,Espanya,Madrid,28,12,1957,Altres,764.4,Sí,Grup A,1957-12-28,68,0.05
39104359X,Jordi,Romero García,Jordi Romero García,Sí,Espanya,Barcelona,17,2,1972,Home,1190.7,No,Grup A,1972-02-17,54,0.05
56408493L,Anna,García García,Anna García García,Sí,Espanya,Madrid,8,5,2003,Dona,889.35,Sí,Grup A,2003-05-08,23,0.05
53176287C,Jordi,Castells,Jordi Castells,Sí,Espanya,Bilbao,6,2,1963,Home,1371.3,Sí,Grup A,1963-02-06,63,0.05
80044333C,Núria,Martínez,Núria Martínez,Sí,Espanya,Bilbao,10,3,1971,Dona,1037.4,No,Grup A,1971-03-10,55,0.05
77158777S,Núria,García,Núria García,Sí,Espanya,Bilbao,15,6,2001,Dona,732.9,Sí,Grup A,2001-06-15,25,0.05
23645745S,Martina,Gómez,Martina Gómez,No,Argentina,Buenos Aires,5,12,1963,Dona,1042.65,No,Grup A,1963-12-05,62,0.05
65159318X,Luisa,Cruz Ramírez,Luisa Cruz Ramírez,No,Mèxic,Guadalajara,19,2,1985,Dona,758.1,No,Grup A,1985-02-19,41,0.05
40039044H,Núria,Romero,Núria Romero,Sí,Espanya,Madrid,9,4,1974,Dona,717.15,Sí,Grup A,1974-04-09,52,0.05
66460797A,Marc,López García,Marc López García,Sí,Espanya,Bilbao,10,9,2005,Home,1333.5,No,Grup A,2005-09-10,20,0.05
69734812N,Anna,Sánchez,Anna Sánchez,Sí,Espanya,Sevilla,17,7,1971,Dona,805.35,Sí,Grup A,1971-07-17,54,0.05
54263997Y,Núria,Romero,Núria Romero,Sí,Espanya,Madrid,9,3,1956,Dona,1485.75,No,Grup A,1956-03-09,70,0.05
87213442J,Clara,Ferrer Castells,Clara Ferrer Castells,Sí,Espanya,Sevilla,25,7,1998,Dona,1462.65,No,Grup A,1998-07-25,27,0.05
92018667L,Joan,Martínez Castells,Joan Martínez Castells,Sí,Espanya,Madrid,4,10,1985,Home,1195.95,No,Grup A,1985-10-04,40,0.05
22118978G,Núria,Ferrer,Núria Ferrer,Sí,Espanya,València,26,4,1995,Dona,1294.65,No,Grup A,1995-04-26,31,0.05
78458482P,Pau,Ferrer,Pau Ferrer,Sí,Espanya,Sevilla,6,3,1997,Home,1499.4,No,Grup A,1997-03-06,29,0.05
82204716Y,Pau,López Ferrer,Pau López Ferrer,Sí,Espanya,Bilbao,13,4,1960,Home,1185.45,Sí,Grup A,1960-04-13,66,0.05
58088881Q,Anna,García,Anna García,Sí,Espanya,Madrid,15,3,1960,Dona,1186.5,Sí,Grup A,1960-03-15,66,0.05
71312672X,Jordi,López Romero,Jordi López Romero,Sí,Espanya,Bilbao,17,12,1978,Home,1066.8,No,Grup A,1978-12-17,47,0.05
23931178W,Toni,García,Toni García,Sí,Espanya,València,4,5,1952,Home,1132.95,No,Grup A,1952-05-04,74,0.05
77665617B,Youssef,Bennani El Amrani,Youssef Bennani El Amrani,No,Marroc,Rabat,5,9,1960,Home,1699.95,No,Grup A,1960-09-05,65,0.05
43437575V,Clara,Romero,Clara Romero,Sí,Espanya,Bilbao,5,12,2004,Dona,1582.35,No,Grup A,2004-12-05,21,0.05
86366713Z,Carla,Sánchez Romero,Carla Sánchez Romero,Sí,Espanya,Madrid,22,1,2005,,936.6,No,Grup A,2005-01-22,21,0.05
38147748A,Núria,Martínez Ferrer,Núria Martínez Ferrer,Sí,Espanya,València,4,11,1976,Dona,1079.4,No,Grup A,1976-11-04,49,0.05
49560214X,Felipe,Gutiérrez,Felipe Gutiérrez,No,Colòmbia,Medellín,13,11,1989,Home,1338.75,No,Grup A,1989-11-13,36,0.05
83600087R,Toni,Romero,Toni Romero,Sí,Espanya,Sevilla,26,9,1952,,1283.1,Sí,Grup A,1952-09-26,73,0.05
86899840T,Eva,García,Eva García,Sí,Espanya,Bilbao,13,9,1978,Dona,1172.85,No,Grup A,1978-09-13,47,0.05
67837921D,Isla,Taylor Smith,Isla Taylor Smith,No,Regne Unit,Londres,7,5,1965,Dona,1298.85,No,Grup A,1965-05-07,61,0.05
12091945C,Oriol,Sánchez,Oriol Sánchez,Sí,Espanya,Barcelona,5,2,1986,Home,784.35,No,Grup A,1986-02-05,40,0.05
71514483K,Jean,Girard Lefevre,Jean Girard Lefevre,No,França,Lió,28,12,1960,Home,976.5,No,Grup A,1960-12-28,65,0.05
48749091Z,Oriol,Sánchez García,Oriol Sánchez García,Sí,Espanya,València,16,7,1965,Home,1336.65,No,Grup A,1965-07-16,60,0.05
29019539A,Clara,Romero García,Clara Romero García,Sí,Espanya,València,8,2,1989,Dona,1308.3,Sí,Grup A,1989-02-08,37,0.05
98430241N,Toni,López,Toni López,Sí,Espanya,Bilbao,3,6,1956,Home,899.85,No,Grup A,1956-06-03,70,0.05
89759837X,Laia,Romero,Laia Romero,Sí,Espanya,Barcelona,17,9,1966,Dona,999.6,Sí,Grup A,1966-09-17,59,0.05
69520375Z,Núria,García Castells,Núria García Castells,Sí,Espanya,Sevilla,23,12,1986,Dona,1321.95,No,Grup A,1986-12-23,39,0.05
75634877M,Marc,Castells Castells,Marc Castells Castells,Sí,Espanya,Bilbao,18,12,1955,Home,1396.5,Sí,Grup A,1955-12-18,70,0.05
58558026P,Toni,Romero Martínez,Toni Romero Martínez,Sí,Espanya,Bilbao,15,9,1980,Home,1282.05,No,Grup A,1980-09-15,45,0.05
67475809B,Jordi,Romero,Jordi Romero,Sí,Espanya,Barcelona,6,9,1952,Home,1756.65,Sí,Grup A,1952-09-06,73,0.05
21511240Y,Oriol,García Castells,Oriol García Castells,Sí,Espanya,Barcelona,8,5,1987,Home,962.85,No,Grup A,1987-05-08,39,0.05
14371347B,William,Taylor,William Taylor,No,Regne Unit,Londres,11,10,1957,Home,1067.85,No,Grup A,1957-10-11,68,0.05
80867475E,Arnau,Martínez,Arnau Martínez,Sí,Espanya,Bilbao,9,10,1996,Home,1230.6,Sí,Grup A,1996-10-09,29,0.05
54542153E,Chloé,Girard Girard,Chloé Girard Girard,No,França,Marsella,17,12,1956,Dona,1504.65,No,Grup A,1956-12-17,69,0.05
93060003K,Felipe,Gutiérrez,Felipe Gutiérrez,No,Colòmbia,Medellín,17,9,1953,Home,1199.1,Sí,Grup A,1953-09-17,72,0.05
30892443R,Élise,Moreau Moreau,Élise Moreau Moreau,No,França,París,10,6,1992,Dona,1446.9,No,Grup A,1992-06-10,34,0.05
26804172P,Andrés,Ramírez Hernández,Andrés Ramírez Hernández,No,Mèxic,Ciutat de Mèxic,2,9,1956,Home,1529.85,Sí,Grup A,1956-09-02,69,0.05
58404017Q,Jean,Dubois,Jean Dubois,No,França,Lió,13,2,1960,Home,1051.05,Sí,Grup A,1960-02-13,66,0.05
59083606S,Toni,López,Toni López,Sí,Espanya,Sevilla,20,10,1950,,1614.9,No,Grup A,1950-10-20,75,0.05
25874228C,Laia,López,Laia López,Sí,Espanya,Barcelona,8,3,1970,Dona,1380.75,No,Grup A,1970-03-08,56,0.05
52145541P,Joan,García,Joan García,Sí,Espanya,Sevilla,11,4,1959,Home,1019.55,No,Grup A,1959-04-11,67,0.05
69760120X,Laia,Ferrer Martínez,Laia Ferrer Martínez,Sí,Espanya,Barcelona,11,11,1980,Dona,716.1,No,Grup A,1980-11-11,45,0.05
89253307W,Clara,Sánchez López,Clara Sánchez López,Sí,Espanya,Bilbao,1,8,1952,Dona,1277.85,No,Grup A,1952-08-01,73,0.05
